      1 2.0,"2019-09-30 23:25:01.000000","2019-09-30 23:45:31.000000",1.0,5.0,1.0,N,234.0,49.0,1.0,18.5,0.5,0.5,4.46,0.0,0.3,26.76,2.5
      1 2.0,"2019-09-30 23:24:57.000000","2019-09-30 23:33:18.000000",1.0,1.87,1.0,N,163.0,234.0,1.0,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
      1 2.0,"2019-09-30 23:24:51.000000","2019-09-30 23:31:41.000000",1.0,1.2,1.0,N,234.0,68.0,1.0,6.5,0.5,0.5,1.54,0.0,0.3,11.84,2.5
      1 2.0,"2019-09-30 23:23:57.000000","2019-09-30 23:34:46.000000",3.0,2.58,1.0,N,234.0,148.0,1.0,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
      1 2.0,"2019-09-30 23:23:49.000000","2019-09-30 23:31:42.000000",2.0,1.67,1.0,N,234.0,125.0,2.0,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
      1 2.0,"2019-09-30 23:23:35.000000","2019-09-30 23:35:50.000000",1.0,3.4,1.0,N,234.0,66.0,2.0,12.5,0.5,0.5,0.0,0.0,0.3,16.3,2.5
      1 2.0,"2019-09-30 23:23:34.000000","2019-09-30 23:32:17.000000",5.0,1.79,1.0,N,170.0,234.0,1.0,8.5,0.5,0.5,1.0,0.0,0.3,13.3,2.5
      1 2.0,"2019-09-30 23:23:30.000000","2019-09-30 23:32:20.000000",1.0,2.03,1.0,N,234.0,231.0,2.0,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5
      1 2.0,"2019-09-30 23:23:27.000000","2019-09-30 23:25:37.000000",1.0,0.68,1.0,N,234.0,113.0,1.0,4.0,0.5,0.5,1.95,0.0,0.3,9.75,2.5
      1 2.0,"2019-09-30 23:23:02.000000","2019-09-30 23:27:36.000000",1.0,0.92,1.0,N,234.0,164.0,1.0,5.5,0.5,0.5,2.32,0.0,0.3,11.62,2.5
      1 2.0,"2019-09-30 23:22:51.000000","2019-09-30 23:44:03.000000",1.0,4.93,1.0,N,234.0,52.0,1.0,17.5,0.5,0.5,4.26,0.0,0.3,25.56,2.5
      1 2.0,"2019-09-30 23:22:37.000000","2019-09-30 23:36:06.000000",1.0,3.28,1.0,N,234.0,13.0,1.0,13.0,0.5,0.5,3.36,0.0,0.3,20.16,2.5
      1 2.0,"2019-09-30 23:22:09.000000","2019-09-30 23:26:26.000000",5.0,0.75,1.0,N,234.0,186.0,2.0,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
      1 2.0,"2019-09-30 23:22:07.000000","2019-09-30 23:31:22.000000",1.0,2.03,1.0,N,142.0,234.0,1.0,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
